soc_id,glottocode,society,lat,lon,family,region
Aj20,suri1267,Suri,6,35,Surmic,Northeast Tropical Africa
Aj21,jiee1239,Jie,3,34,Nilotic,East Tropical Africa
Aj22,labw1238,Labwor,3,34,Nilotic,East Tropical Africa
Aj23,east2420,Plains Suk,1,36,Nilotic,East Tropical Africa
Aa4,dama1270,Bergdama,-22,16,Khoe-Kwadi,Southern Africa
Ac16,tsog1243,Mitsogho,-1,12,Atlantic-Congo,West-Central Tropical Africa
Aj24,topo1242,Toposa,5,34,Nilotic,Northeast Tropical Africa
Aj25,keiy1238,Keyu,0,36,Nilotic,East Tropical Africa
Aj26,west2492,Hill Suk,1,36,Nilotic,East Tropical Africa
Aj27,kups1238,Sapei,1,35,Nilotic,East Tropical Africa
Aj28,dato1239,Tatoga,-5,35,Nilotic,East Tropical Africa
Aj29,samb1315,Samburu,1,37,Nilotic,East Tropical Africa
Aj3,nuer1246,Nuer,8,32,Nilotic,Northeast Tropical Africa
Aj30,nucl1430,Karamojong,2,34,Nilotic,East Tropical Africa
Aj31,pari1256,Pari,5,33,Nilotic,Northeast Tropical Africa
Aj4,lang1324,Lango,2,33,Nilotic,East Tropical Africa
Ac17,suku1259,Suku,-6,18,Atlantic-Congo,West-Central Tropical Africa
Aj5,turk1308,Turkana,4,35,Nilotic,East Tropical Africa
Aj6,luok1236,Luo,-1,34,Nilotic,East Tropical Africa
Aj7,nand1266,Nandi,0,35,Nilotic,East Tropical Africa
Aj8,ligo1238,Bari,5,32,Nilotic,Northeast Tropical Africa
Aj9,kips1239,Kipsigis,-1,36,Nilotic,East Tropical Africa
Ca1,kons1243,Konso,6,37,Afro-Asiatic,Northeast Tropical Africa
Ca10,nort3051,Esa,10,43,Afro-Asiatic,Northeast Tropical Africa
Ca11,bora1271,Arusi,8,40,Afro-Asiatic,Northeast Tropical Africa
Ca12,west2721,Gibe,8,37,Afro-Asiatic,Northeast Tropical Africa
Ca13,west2721,Macha,9,37,Afro-Asiatic,Northeast Tropical Africa
Ac18,koon1244,Sundi,-5,14,Atlantic-Congo,West-Central Tropical Africa
Ca14,burj1242,Burji,5,38,Afro-Asiatic,Northeast Tropical Africa
Ca15,gede1246,Darasa,6,38,Afro-Asiatic,Northeast Tropical Africa
Ca16,sida1246,Sidama,7,38,Afro-Asiatic,Northeast Tropical Africa
Ca17,tsam1247,Tsamai,5,37,Afro-Asiatic,Northeast Tropical Africa
Ca18,arbo1245,Arbore,5,37,Afro-Asiatic,Northeast Tropical Africa
Ca19,hame1242,Banna,6,36,South Omotic,Northeast Tropical Africa
Ca2,nort3051,Somali,8,48,Afro-Asiatic,Northeast Tropical Africa
Ca20,daas1238,Galab,5,36,Afro-Asiatic,Northeast Tropical Africa
Ca21,hame1242,Hamar,5,36,South Omotic,Northeast Tropical Africa
Ca22,male1284,Male,6,37,Ta-Ne-Omotic,Northeast Tropical Africa
Ac19,teke1278,Teke,-3,15,Atlantic-Congo,West-Central Tropical Africa
Ca23,aari1239,Bako,6,37,South Omotic,Northeast Tropical Africa
Ca24,dime1235,Dime,6,36,South Omotic,Northeast Tropical Africa
Ca25,aari1239,Shangama,6,37,South Omotic,Northeast Tropical Africa
Ca26,aari1239,Ubamer,6,37,South Omotic,Northeast Tropical Africa
Ca27,anfi1235,Anfillo,9,35,Ta-Ne-Omotic,Northeast Tropical Africa
Ca28,bask1236,Basketo,6,37,Ta-Ne-Omotic,Northeast Tropical Africa
Ca29,toba1264,Yem,8,38,Ta-Ne-Omotic,Northeast Tropical Africa
Ca3,tigr1271,Tigrinya,14,39,Afro-Asiatic,Northeast Tropical Africa
Ca30,kafa1242,Kafa,7,36,Ta-Ne-Omotic,Northeast Tropical Africa
Ca31,qima1242,Beta Israel,12,37,Afro-Asiatic,Northeast Tropical Africa
Ac2,phen1239,Pende,-6,20,Atlantic-Congo,West-Central Tropical Africa
Ca32,nara1262,Nara,16,38,NA,Northeast Tropical Africa
Ca33,kuna1268,Kunama,15,37,NA,Northeast Tropical Africa
Ca34,abab1239,Ababda,24,34,Afro-Asiatic,Northern Africa
Ca35,amar1281,Amarar,20,36,Afro-Asiatic,Northeast Tropical Africa
Ca36,mans1267,Beni-Amer,18,38,Afro-Asiatic,Northeast Tropical Africa
Ca37,bili1260,Blin,16,36,Afro-Asiatic,Northeast Tropical Africa
Ca38,mans1267,Tigre,17,39,Afro-Asiatic,Northeast Tropical Africa
Ca39,west2721,Jimma,8,37,Afro-Asiatic,Northeast Tropical Africa
Ca4,iraq1241,Iraqw,-4,35,Afro-Asiatic,East Tropical Africa
Ca40,koor1239,Baditu,6,38,Ta-Ne-Omotic,Northeast Tropical Africa
Ac20,yaka1269,Yaka,-7,17,Atlantic-Congo,West-Central Tropical Africa
Ca41,dorz1235,Dorse,6,38,Ta-Ne-Omotic,Northeast Tropical Africa
Ca42,shek1245,Shako,7,36,Dizoid,Northeast Tropical Africa
Ca43,hade1248,Hadendowa,18,36,Afro-Asiatic,Northeast Tropical Africa
Ca5,bish1251,Bisharin,20,35,Afro-Asiatic,Northeast Tropical Africa
Ca6,afar1241,Afar,12,42,Afro-Asiatic,Northeast Tropical Africa
Ca7,amha1245,Amhara,13,38,Afro-Asiatic,Northeast Tropical Africa
Ca8,seba1251,Gurage,8,38,Afro-Asiatic,Northeast Tropical Africa
Ca9,goro1270,Goroa,-4,36,Afro-Asiatic,East Tropical Africa
Cb1,kano1249,Maguzawa,12,10,Afro-Asiatic,West Tropical Africa
Cb10,kare1348,Karekare,12,11,Afro-Asiatic,West Tropical Africa
Ac21,mpuo1241,Bunda,-5,19,Atlantic-Congo,West-Central Tropical Africa
Cb11,mido1240,Midobi,16,27,Nubian,Northeast Tropical Africa
Cb12,nort3133,Gimma,13,32,Afro-Asiatic,Northeast Tropical Africa
Cb13,nort3133,Habbaniya,11,25,Afro-Asiatic,Northeast Tropical Africa
Cb14,bath1248,Hemat,11,20,Afro-Asiatic,Northeast Tropical Africa
Cb15,tama1331,Messiria Humr,11,28,Tamaic,Northeast Tropical Africa
Cb16,char1283,Shuwa,13,15,Afro-Asiatic,Northeast Tropical Africa
Cb17,furr1244,Fur,12,24,Furan,Northeast Tropical Africa
Cb18,kane1243,Kanembu,14,14,Saharan,Northeast Tropical Africa
Cb19,cent2050,Kanuri,12,13,Saharan,West Tropical Africa
Cb2,nucl1347,Wolof,15,-17,Atlantic-Congo,West Tropical Africa
Ac22,ding1239,Dzing,-4,20,Atlantic-Congo,West-Central Tropical Africa
Cb20,zarm1239,Zerma,13,3,Songhay,West Tropical Africa
Cb21,adam1253,Djafun,8,13,Atlantic-Congo,West-Central Tropical Africa
Cb22,west2454,Liptako,14,0,Atlantic-Congo,West Tropical Africa
Cb23,pula1263,Tukulor,14.73,-14.32,Atlantic-Congo,West Tropical Africa
Cb24,boro1274,Wodaabe Fulani,12,12,Atlantic-Congo,West Tropical Africa
Cb25,haus1257,Tazarawa,14,8,Afro-Asiatic,West Tropical Africa
Cb26,araw1280,Zazzagawa Hausa,11,8,Afro-Asiatic,West Tropical Africa
Cb27,baca1246,Bachama,10,12,Afro-Asiatic,West Tropical Africa
Cb28,dera1248,Dera,10,12,Afro-Asiatic,West Tropical Africa
Cb29,ngiz1242,Ngizim,12,10,Afro-Asiatic,West Tropical Africa
Ac23,lele1265,Lele,-5,21,Atlantic-Congo,West-Central Tropical Africa
Cb3,koyr1242,Songhai,17,-1,Songhay,West Tropical Africa
Cb4,khar1296,Hasania,14,32,Afro-Asiatic,Northeast Tropical Africa
Cb5,budu1265,Buduma,13,15,Afro-Asiatic,Northeast Tropical Africa
Cb6,tera1251,Tera,11,12,Afro-Asiatic,West Tropical Africa
Cb7,nucl1695,Bolewa,11,11,Afro-Asiatic,West Tropical Africa
Cb8,boro1274,Bororo Fulani,13,5,Atlantic-Congo,West Tropical Africa
Cb9,kano1249,Hausa Kanawa,12,9,Afro-Asiatic,West Tropical Africa
Cc1,hass1238,Regeibat,22,-13,Afro-Asiatic,West Tropical Africa
Cc10,taya1257,Asben,18,8,Afro-Asiatic,West Tropical Africa
Cc11,ghat1242,Azjer,25,10,Afro-Asiatic,Northern Africa
Ac24,saka1287,Sakata,-3,18,Atlantic-Congo,West-Central Tropical Africa
Cc12,tadh1242,Ifora,20,2,Afro-Asiatic,West Tropical Africa
Cc13,timb1263,Udalan Tuareg,16,0,Afro-Asiatic,West Tropical Africa
Cc14,daza1242,Daza,17,18,Saharan,Northeast Tropical Africa
Cc15,susi1238,Drawa,31,-7,Afro-Asiatic,Northern Africa
Cc16,algi1247,Chaambra,32,3,Afro-Asiatic,Northern Africa
Cc17,hass1238,Delim,22,-15,Afro-Asiatic,Northern Africa
Cc18,hass1238,Kunta,19,-1,Afro-Asiatic,West Tropical Africa
Cc19,hass1238,Trarza,18,-15,Afro-Asiatic,West Tropical Africa
Cc2,teda1241,Teda,21,17,Saharan,Northeast Tropical Africa
Cc20,zena1248,Zenaga,18,-8,Afro-Asiatic,West Tropical Africa
Aa5,bila1255,Mbuti,2,28,Atlantic-Congo,West-Central Tropical Africa
Ac25,song1299,Songo,-5,18,Atlantic-Congo,West-Central Tropical Africa
Cc3,siwi1239,Siwans,29,26,Afro-Asiatic,Northern Africa
Cc4,tumz1238,Mzab,33,4,Afro-Asiatic,Northern Africa
Cc5,timb1263,Kel Antessar,18,-3,Afro-Asiatic,West Tropical Africa
Cc6,nort3133,Kababish,17,31,Afro-Asiatic,Northeast Tropical Africa
Cc7,hass1238,Barabish,20,-5,Afro-Asiatic,West Tropical Africa
Cc8,ioul1238,Aulliminden,8,2,Afro-Asiatic,West Tropical Africa
Cc9,hogg1238,Tuareg Ahaggar,23,6,Afro-Asiatic,Northern Africa
Cd1,kenu1236,Barabra,23,33,Nubian,Northern Africa
Cd10,chen1266,Zekara,34,-2,Afro-Asiatic,Northern Africa
Cd11,guan1277,Guanche,27.99,-15.62,Afro-Asiatic,Macaronesia
Ac26,yans1239,Yanzi,-4,18,Atlantic-Congo,West-Central Tropical Africa
Cd12,algi1247,Algerians,31,2,Afro-Asiatic,Northern Africa
Cd13,sout3114,Hamama,30,9,Afro-Asiatic,Northern Africa
Cd14,oran1236,Hamyan,35,2,Afro-Asiatic,Northern Africa
Cd15,jebl1238,Jebala,35,-5,Afro-Asiatic,Northern Africa
Cd16,sout3117,Moroccans,33,-8,Afro-Asiatic,Northern Africa
Cd17,cons1245,Nail,35,5,Afro-Asiatic,Northern Africa
Cd18,said1239,Saadi,30,28,Afro-Asiatic,Northern Africa
Cd19,sahi1245,Sahel,35,10.94,Afro-Asiatic,Northern Africa
Cd2,egyp1253,Egyptians,25,33,Afro-Asiatic,Northern Africa
Cd20,liby1240,Sanusi,31,22,Afro-Asiatic,Northern Africa
Ac27,luch1239,Luchazi,-13,23,Atlantic-Congo,South Tropical Africa
Cd21,tuni1260,Tunisians,37,10,Afro-Asiatic,Northern Africa
Cd3,tari1263,Riffians,35,-4,Afro-Asiatic,Northern Africa
Cd4,kaby1243,Kabyle,36,4,Afro-Asiatic,Northern Africa
Cd5,susi1238,Shluh,30,-9,Afro-Asiatic,Northern Africa
Cd6,egyp1246,Ancient Egyptians,30,31,Afro-Asiatic,Northern Africa
Cd7,cent2194,Beraber,33,-7,Afro-Asiatic,Northern Africa
Cd8,tach1249,Shawiya,36,7,Afro-Asiatic,Northern Africa
Cd9,hass1238,Tekna,28,-11,Afro-Asiatic,Northern Africa
Ce1,gheg1238,Gheg,42,20,Indo-European,Southeastern Europe
Ce2,gali1257,Portuguese,42,-7,Indo-European,Southwestern Europe
Ac28,luim1238,Luimbe,-12,18,Atlantic-Congo,South Tropical Africa
Ce3,lati1261,Ancient Romans,42,12,Indo-European,Southeastern Europe
Ce4,labo1236,French Basques,43,-1,Basque,Southwestern Europe
Ce5,neap1235,Neapolitans,40.89,14.25,Indo-European,Southeastern Europe
Ce6,stan1288,Spaniards,37,-6,Indo-European,Southwestern Europe
Ce7,mode1248,Greeks,39,23,Indo-European,Southeastern Europe
Ce8,west1508,Spanish Basques,43,-2,Basque,Southwestern Europe
Cf1,stan1293,New Englanders,42,-73,Indo-European,Northeastern U.S.A.
Cf2,afri1274,Boers,-16,28,Indo-European,South Tropical Africa
Cf3,stan1293,Tristan da Cunha,-37.11,-12.27,Indo-European,Subantarctic Islands
Cf4,braz1246,Brazilians,-23.68,-46.64,Indo-European,Brazil
Ac29,sond1250,Luwa,-7,19,Atlantic-Congo,West-Central Tropical Africa
Cf5,queb1247,French Canadians,47,-72,Indo-European,Eastern Canada
Cg1,dutc1256,Dutch,53,7,Indo-European,Middle Europe
Cg2,icel1247,Icelanders,64,-20,Indo-European,Northern Europe
Cg3,iris1253,Irish,53,-9,Indo-European,Northern Europe
Cg4,nort2671,Sami,68,22,Uralic,Northern Europe
Cg5,wall1255,Walloons,50,5,Indo-European,Middle Europe
Ch1,serb1264,Serbs,44,20,Indo-European,Southeastern Europe
Ch10,baya1255,Romanians,45,26,Indo-European,Southeastern Europe
Ch11,russ1263,Russians,53,41,Indo-European,Eastern Europe
ch12,bash1264,Bashkir,54,56,Turkic,Eastern Europe
Ac3,town1238,Bemba,-11,31,Atlantic-Congo,South Tropical Africa
ch13,nort2676,Besermyan,58,52,Uralic,Eastern Europe
ch14,chuv1255,Chuvash,57,53,Turkic,Eastern Europe
ch15,erzy1239,Erzya Mordvins,53,50,Uralic,Eastern Europe
ch16,esto1258,Estonians,59,26,Uralic,Eastern Europe
ch17,gaga1249,Gagauz,45.44,29.32,Turkic,Eastern Europe
ch18,ingr1248,Ingrians,59,29,Uralic,Eastern Europe
ch19,livv1243,Karelians,64,33,Uralic,Eastern Europe
Ch2,sout2604,Hutsuls,49,24,Indo-European,Eastern Europe
ch20,midd1325,Kazan tatar,55,50,Turkic,Eastern Europe
ch21,latv1249,Latvians,57,24,Indo-European,Eastern Europe
Ac30,tong1318,Plateau Tonga,-18,28,Atlantic-Congo,South Tropical Africa
ch22,kara1464,Lithuanian Karaim,55,23,Turkic,Eastern Europe
ch23,west2405,Lithuanian Tatar,55,24,Turkic,Eastern Europe
ch24,livv1244,Livs,57,23,Uralic,Eastern Europe
ch25,mold1248,Moldovans,47,29,Indo-European,Eastern Europe
ch26,sout2681,Udmurt,57,53,Uralic,Eastern Europe
ch27,veps1250,Veps,61,35,Uralic,Eastern Europe
ch28,voti1245,Votes,59,29,Uralic,Eastern Europe
Ch3,czec1258,Czechs,50,16,Indo-European,Middle Europe
Ch4,east2328,Mari,43,46,Uralic,Caucasus
Ch5,bulg1262,Bulgarians,43,24,Indo-European,Southeastern Europe
Ac31,buyu1239,Buye,-7,28,Atlantic-Congo,West-Central Tropical Africa
Ch6,bela1254,Byelorussians,55,28,Indo-European,Eastern Europe
Ch7,east2270,Ukranians,48,36,Indo-European,Eastern Europe
Ch8,hung1274,Magyar,47,20,Uralic,Middle Europe
Ch9,lith1251,Lithuanians,55,24,Indo-European,Eastern Europe
Ci1,kalm1243,Kalmyk,46,46,Mongolic,Eastern Europe
Ci10,nucl1235,Armenians,40,45,Indo-European,Caucasus
Ci11,cent1972,Kurd,32,44,Indo-European,Western Asia
Ci12,abkh1244,Abkhaz,43,41,Abkhaz-Adyge,Caucasus
Ci2,xevs1238,Khevsur,43,45,Kartvelian,Caucasus
Ci3,kumy1244,Kumyk,42,48,Turkic,Caucasus
Ac32,kaon1241,Kaonde,-13,26,Atlantic-Congo,South Tropical Africa
Ci4,kaba1278,Cherkess,44,42,Abkhaz-Adyge,Caucasus
Ci5,nucl1301,Turks,38,30,Turkic,Western Asia
Ci6,osse1243,Ossetians,43,44,Indo-European,Caucasus
Ci7,chec1245,Chechen,43,46,Nakh-Daghestanian,Caucasus
Ci8,imer1248,Georgians,42,45,Kartvelian,Caucasus
Ci9,svan1243,Svan,43,43,Kartvelian,Caucasus
Cj1,nort3142,Syrians,36,36,Afro-Asiatic,Western Asia
Cj10,meso1252,Madan,31,47,Afro-Asiatic,Western Asia
Cj2,east2690,Rwala,33,37,Afro-Asiatic,Western Asia
Cj3,anci1244,Hebrews,32,35,Afro-Asiatic,Western Asia
Ac33,lala1264,Lala,-15,31,Atlantic-Congo,South Tropical Africa
Cj4,akka1240,Babylonians,32,45,Afro-Asiatic,Western Asia
Cj5,sout3119,Mutair,28,47,Afro-Asiatic,Arabian Peninsula
Cj6,sout3123,Jordanians,32,36,Afro-Asiatic,Western Asia
Cj7,nort3139,Lebanese,34,36,Afro-Asiatic,Western Asia
Cj8,sunn1238,Druze,32.77,35.03,Afro-Asiatic,Western Asia
Cj9,sana1295,Yemeni,15,45,Afro-Asiatic,Arabian Peninsula
Ea1,sind1272,Sindhi,25,68,Indo-European,Indian Subcontinent
Ea10,east2304,Marri,30,69,Indo-European,Indian Subcontinent
Ea11,ghil1238,Ghilzai,33,68,Indo-European,Western Asia
Ea12,qash1240,Qashqui,30,52,Turkic,Western Asia
Aa6,sand1273,Sandawe,-5,36,NA,East Tropical Africa
Ac34,luun1238,Luapula,-10,29,Atlantic-Congo,South Tropical Africa
Ea13,west2386,Punjabi,32,73,Indo-European,Indian Subcontinent
Ea2,yusu1238,Yusufzai,35,72,Indo-European,Indian Subcontinent
Ea3,haza1239,Hazara,35,66,Indo-European,Western Asia
Ea4,indu1241,Kohistani,35,73,Indo-European,Indian Subcontinent
Ea5,kamv1242,Nuristani,36,71,Indo-European,Western Asia
Ea6,bass1257,Basseri,30,34,Indo-European,Western Asia
Ea7,mogh1245,Moghol,34,63,Mongolic,Western Asia
Ea8,bakh1245,Bakhtiari,33,48,Indo-European,Western Asia
Ea9,tehr1242,Iranians,36,52,Indo-European,Western Asia
Eb1,kaza1248,Kazakh,48,70,Turkic,Middle Asia
Ac35,luba1250,Shila,-10,28,Atlantic-Congo,West-Central Tropical Africa
Eb2,tuuu1240,Tu,39,100,Mongolic,China
Eb3,halh1238,Khalka,46,97,Mongolic,Mongolia
Eb4,daur1238,Dagur,49,125,Mongolic,China
Eb5,turk1304,Turkmen,38,62,Turkic,Middle Asia
Eb6,russ1264,Buryat,52,107,Mongolic,Siberia
Eb7,peri1253,Chahar,41,115,Mongolic,China
Eb8,nort2690,Uzbek,43,60,Turkic,Middle Asia
Ec1,gily1242,Nivkh,53,142,NA,Russian Far East
Ec10,khan1273,Ob Ostyak,62,74,Uralic,Siberia
Ec11,selk1253,Selkup,59,90,Uralic,Siberia
Ac36,tumb1250,Tumbuka,-12,34,Atlantic-Congo,South Tropical Africa
ec12,ngan1291,Nganasan,72,90,Uralic,Siberia
ec13,itel1242,Itelmen,54.98,161.79,Chukotko-Kamchatkan,Russian Far East
ec14,cent2128,Ungazikmit,64,-173,Eskimo-Aleut,Russian Far East
ec15,mans1258,Mansi,63,62,Uralic,Siberia
ec16,even1259,Evenk,55,112,Tungusic,Siberia
ec17,negi1245,Negidal,52,134,Tungusic,Russian Far East
ec18,ulch1241,Ulch,50,136,Tungusic,Russian Far East
ec19,orok1265,Orok,54.01,142.71,Tungusic,Russian Far East
Ec2,yaku1245,Yakut,65,125,Turkic,Siberia
ec20,oroc1248,Oroch,51,138,Tungusic,Russian Far East
Ac37,kund1255,Kunda,-15,32,Atlantic-Congo,South Tropical Africa
ec21,udih1248,Udihe,47,136,Tungusic,Russian Far East
Ec3,chuk1273,Chukchi,66,177,Chukotko-Kamchatkan,Russian Far East
Ec4,nene1249,Yurak-Samoyeds,68,75,Uralic,Siberia
Ec5,kory1246,Koryak,61.99,164.24,Chukotko-Kamchatkan,Russian Far East
Ec6,nort2745,Yukaghir,70,145,Yukaghir,Siberia
Ec7,ainu1240,Ainu,44,144,Ainu,Eastern Asia
Ec8,kett1243,Ket,62,90,Yeniseian,Siberia
Ec9,nana1257,Nanai,47,132,Tungusic,China
Ed1,kore1280,Koreans,38.134147,126.960754,Koreanic,China
Ed10,mand1415,Shantung,37,118,Sino-Tibetan,China
Ac38,nucl1395,Nyanja,-16,36,Atlantic-Congo,South Tropical Africa
Ed13,yaey1239,Ishigakians,24.46,124.14,Japonic,Eastern Asia
Ed14,kimm1245,Man,22,105,Hmong-Mien,Indo-China
Ed15a,miya1259,Miyakans,24.79,125.32,Japonic,Eastern Asia
Ed15b,wuch1236,Chekiang,31,120,Sino-Tibetan,China
Ed16,yuec1235,Cantonese,23,113,Sino-Tibetan,China
Ed2,sich1238,Lolo,29,103,Sino-Tibetan,China
Ed3,manc1252,Manchu,45,126,Tungusic,China
Ed4,horn1235,Miao,26,107,Hmong-Mien,China
Ed5,nucl1643,Japanese,35,136,Japonic,Eastern Asia
Ed6,chao1239,Min Chinese,24,115,Sino-Tibetan,China
Ac39,mwer1247,Nyasa,-13,35,Atlantic-Congo,South Tropical Africa
Ed7,cent2126,Okinawans,26.16,127.8,Japonic,Eastern Asia
Ed8,cent2004,Minchia,26,100,Sino-Tibetan,China
Ed9,hlai1239,Li,19,109,Tai-Kadai,China
Ee1,bori1243,Adi,28,95,Sino-Tibetan,Indian Subcontinent
Ee2,buru1296,Burusho,37,75,NA,China
Ee3,lepc1244,Lepcha,28,89,Sino-Tibetan,China
Ee4,dbus1238,Central Tibetans,30,91,Sino-Tibetan,China
Ee5,shin1264,Shina,35,73,Indo-European,Indian Subcontinent
Ee6,sher1255,Sherpa,28,87,Sino-Tibetan,China
Ee7,kach1279,Kachari,27,90,Sino-Tibetan,Indian Subcontinent
Ac4,bush1247,Kuba,-5,22,Atlantic-Congo,West-Central Tropical Africa
Ee8,west2418,Magar,28,84,Sino-Tibetan,Indian Subcontinent
Ef1,sant1410,Santal,24,87,Austroasiatic,Indian Subcontinent
Ef10,mait1250,Bihari,25,86,Indo-European,Indian Subcontinent
Ef11,bhoj1244,Uttar Pradesh,26,83,Indo-European,Indian Subcontinent
Ef2,beng1280,Bengali,23,88,Indo-European,Indian Subcontinent
Ef3,sans1269,Indo-Iranian,30,75,Indo-European,Indian Subcontinent
Ef4,hooo1248,Ho,22,85,Austroasiatic,Indian Subcontinent
Ef5,bhil1251,Bhil,22,74,Indo-European,Indian Subcontinent
Ef6,kuru1302,Kurukh,23,85,Dravidian,Indian Subcontinent
Ef7,maha1287,Pahari,30,78,Indo-European,Indian Subcontinent
Ac40,nucl1396,Sena,-18,35,Atlantic-Congo,South Tropical Africa
Ef8,kash1277,Kashmiri,34,75,Indo-European,Indian Subcontinent
Ef9,guja1252,Gujarati,20,77,Indo-European,Indian Subcontinent
Eg1,chen1255,Chenchu,16,79,Dravidian,Indian Subcontinent
Eg10,telu1262,Telugu,18,79,Dravidian,Indian Subcontinent
Eg11,koya1251,Koya,19,78,Dravidian,Indian Subcontinent
Eg12,kuii1252,Khond,18,82,Dravidian,Indian Subcontinent
Eg13,west2408,Muria Gond,20,81,Dravidian,Indian Subcontinent
Eg14,mukh1238,Reddi,18,82,Dravidian,Indian Subcontinent
Eg2,tami1289,Tamil,11,79,Dravidian,Indian Subcontinent
Eg3,mari1414,Madia,19,81,Dravidian,Indian Subcontinent
Ac41,mako1251,Makonde,-11,40,Atlantic-Congo,South Tropical Africa
Eg4,toda1252,Toda,12,77,Dravidian,Indian Subcontinent
Eg5,koda1255,Kodavas,12,76,Dravidian,Indian Subcontinent
Eg6,mala1464,Kerala,11,76,Dravidian,Indian Subcontinent
Eg7,oriy1255,Hill Bhuiya,21,85,Indo-European,Indian Subcontinent
Eg8,mund1320,Kol,22,85,Austroasiatic,Indian Subcontinent
Eg9,chha1249,Baiga,22,81,Indo-European,Indian Subcontinent
Eh1,akab1249,Andamanese,12,93,Great Andamanese,Indo-China
Eh10,bets1235,Betsileo,-22,47,Austronesian,Western Indian Ocean
Eh2,meri1243,Merina,-19,46,Austronesian,Western Indian Ocean
Eh3,tana1285,Tanala,-22,47,Austronesian,Western Indian Ocean
Ac42,makh1264,Makua,-15,39,Atlantic-Congo,South Tropical Africa
Eh4,vedd1240,Vedda,8,81,Indo-European,Indian Subcontinent
Eh5,carn1240,Nicobarese,9.17,92.77,Austroasiatic,Indo-China
Eh6,sinh1246,Sinhalese,7,80,Indo-European,Indian Subcontinent
Eh7,tand1256,Antandroy,-25,46,Austronesian,Western Indian Ocean
Eh8,saka1291,Sakalava,-21,43.93,Austronesian,Western Indian Ocean
Eh9,tesa1236,Antaisaka,-22.9,47.75,Austronesian,Western Indian Ocean
Ei1,garo1247,Garo,26,91,Sino-Tibetan,Indian Subcontinent
Ei10,chak1266,Chakma,23,92,Indo-European,Indian Subcontinent
Ei11,aimo1244,Aimol,25,94,Sino-Tibetan,Indian Subcontinent
Ei12,thad1238,Thado,25,94,Sino-Tibetan,Indian Subcontinent
Aa7,naro1249,Naron,-20,24,Khoe-Kwadi,Southern Africa
Ac43,mamb1296,Mambwe,9,32,Atlantic-Congo,Northeast Tropical Africa
Ei13,anga1288,Angami,26,94,Sino-Tibetan,Indian Subcontinent
Ei14,aona1235,Ao,27,94,Sino-Tibetan,Indian Subcontinent
Ei15,sout2732,Rengma,26,94,Sino-Tibetan,Indian Subcontinent
Ei16,sumi1235,Sema,26,95,Sino-Tibetan,Indian Subcontinent
Ei17,karb1241,Karbi,26,94,Sino-Tibetan,Indian Subcontinent
Ei18,shwe1236,Palaung,23,97,Austroasiatic,Indo-China
Ei19,asho1236,Chin,22,94,Sino-Tibetan,Indo-China
Ei2,loth1237,Lhota,27,94,Sino-Tibetan,Indian Subcontinent
Ei20,lush1249,Kuki,23,92,Sino-Tibetan,Indian Subcontinent
Ei3,nucl1310,Burmese,20,95,Sino-Tibetan,Indo-China
Ac5,lamb1271,Lamba,-13,28,Atlantic-Congo,South Tropical Africa
Ei4,mara1382,Maras,22,93,Sino-Tibetan,Indo-China
Ei5,kach1280,Kachin,26,97,Sino-Tibetan,Indo-China
Ei6,puru1266,Purum,25,94,Sino-Tibetan,Indian Subcontinent
Ei7,pwow1235,Karen,17.12,97.19,Sino-Tibetan,Indo-China
Ei8,khas1269,Khasi,26,92,Austroasiatic,Indian Subcontinent
Ei9,rakh1245,Mogh,20.49,92.64,Sino-Tibetan,Indo-China
Ej1,lame1256,Lamet,20,101,Austroasiatic,Indo-China
Ej10,rade1240,Rade,13,108,Austronesian,Indo-China
Ej11,east2563,Cham,11,108,Austronesian,Indo-China
Ej12,west2396,Lawa,18,98,Austroasiatic,Indo-China
Ac6,lund1266,Ndembu,-11,26,Atlantic-Congo,West-Central Tropical Africa
Ej13,muon1246,Muong,21,105,Austroasiatic,Indo-China
Ej14,sema1266,Senoi,4,102,Austroasiatic,Malesia
Ej15,oldk1249,Ancient Khmer,13,104,Austroasiatic,Indo-China
Ej16,nege1240,Negri Sembilan,2.58,102.25,Austronesian,Indo-China
Ej2,east2333,Mnong Gar,12,107,Austroasiatic,Indo-China
Ej3,kens1248,Semang,5,101,Austroasiatic,Malesia
Ej4,viet1252,Annamese,17,107,Austroasiatic,Indo-China
Ej5,cent1989,Khmer,12,105,Austroasiatic,Indo-China
Ej6,moke1242,Moken,11.78,98.28,Austronesian,Indo-China
Ej7,akha1245,Akha,21,100,Sino-Tibetan,Indo-China
Ac7,yaoo1241,Yao,-13,36,Atlantic-Congo,South Tropical Africa
Ej8,mala1479,Malays,5,103,Austronesian,Malesia
Ej9,thai1261,Thai,15,100,Tai-Kadai,Indo-China
Ia1,atay1247,Atayal,24,121,Austronesian,Eastern Asia
Ia10,bunu1267,Bunun,24,121,Austronesian,Eastern Asia
Ia11,puyu1239,Puyuma,23,121,Austronesian,Eastern Asia
Ia12,cebu1242,Sugbuanon,10.2,123.65,Austronesian,Malesia
Ia13,sout2918,Badjau Tawi-Tawi,5.09,119.97,Austronesian,Malesia
Ia14,yami1254,Tao,22.05,121.55,Austronesian,Eastern Asia
Ia15,agus1235,Manobo,8,126,Austronesian,Malesia
Ia16,lubu1243,Kalinga,18,121,Austronesian,Malesia
